,tokens,text
12703,rt @ rt if you 're tired of give part of your paycheck to the rich company ever endfossilfuelsubsidies,RT @350: RT if you're tired of giving part of your paycheck to the richest companies ever. #EndFossilFuelSubsidies
12710,nominate @sullivan solar for the best solar panel company in the best of san diego u t reader poll hyperlink,Nominate @Sullivan Solar for the Best #Solar Panel Company in The Best of San Diego 2012 U-T Reader Poll! http://t.co/GVY4Ti8h
12711,rt @gogreensolar work with grid alternative to help the community reduce co emission and learn about solar energy hyperlink,"RT @gogreensolar Work with GRID Alternatives to help the community, reduce CO2 emissions, and learn about solar energy! http://t.co/2FzCqGZV"
12716,new blog post indoor air quality one of the best opportunity in smud 's as well as sierra pacific home comfort 's hyperlink,New Blog Post: Indoor Air Quality - One of the best opportunities in SMUD's as well as Sierra Pacific Home Comfort's... http://t.co/ykpMAqjK
12720,solaire energy system have be nominate for the best solar panel company in sandiego please vote here hyperlink,"Solaire Energy Systems has been nominated for the Best #Solar Panel Company in #SanDiego! Please vote here:
http://t.co/RQulncDH"
12726,approximately how much do you think you would pay your utility company for leave just one watt bulb run hyperlink,Approximately how much do you think you would pay your utility company for leaving just one 100-watt bulb running... http://t.co/jmsdLAli
12728,asi wish all of you a happy summer fill with fun family time blazin barbeque and a comfortable cool home hyperlink,"ASI wishes all of you a happy summer filled with FUN family time, BLAZIN barbeques, and a comfortable COOL home... http://t.co/CCWaGW7Z"
12729,rt @nasa nasa 's voyager spacecraft be near to become humanity 's first emissary to leave our solar system hyperlink,RT @NASA: NASA's Voyager spacecraft is nearing to become humanity's first emissary to leave our solar system. http://t.co/zfQgbXat
12772,bloomberg go solar as part of an overall commitment to environmental sustainability hyperlink,"#Bloomberg goes #solar as part of an""overall commitment to environmental sustainability."" http://t.co/NKh51BCW"
12778,rt @solarfr @appli blog except it ' our job as solar company to inspire consumer tell politician we want solar that take $ $ $,RT @SolarFred: @applied_blog Except it's our jobs as solar companies to INSPIRE consumers tell politicians we want solar. That takes $$$ ...
12788,sullivan solar power partner with grid alternative to provide free solar panel for low income house in chula vista hyperlink,Sullivan Solar Power Partners with GRID Alternatives to Provide Free #Solar Panels for Low-Income Houses in Chula Vista http://t.co/hVMWiKSb
12791,solar trend update business solar opportunity come to moreno valley calif hyperlink via @recsolar,"SOLAR TRENDS UPDATE: Business Solar Opportunity Coming to Moreno Valley, Calif. http://t.co/zNgotgfN via @RECSolar"
12801,solar trend update los angeles to reopen commercial solar program on datetime hyperlink solar la,SOLAR TRENDS UPDATE: Los Angeles to Reopen Commercial Solar Program on July 2 http://t.co/zNgotgfN #solar #LA
12807,learn about how affordable solar have become in our most recent blog hyperlink,Learn about how affordable solar has become in our most recent blog! http://t.co/JbE7doww
12816,take a late lunch break and do not know how to kill time vote for sullivan solar power for best solar power company hyperlink,Taking a late lunch break and don't know how to kill time? Vote for Sullivan #Solar Power for Best Solar Power Company http://t.co/h1ZOJpMs
12821,our tv commercial launch datetime thanks to cox communication we be so excited,Our TV commercial launches today thanks to #cox communications! We are so excited!!
12825,@sullivansolar partner with @gridalternative to provide free solar panel for low income house in chulavista hyperlink,.@SullivanSolar Partners with @GRIDAlternative to Provide Free #Solar Panels for Low-Income Houses in #ChulaVista. http://t.co/8LZ0gIZc
12828,just a friendly reminder to get your vote in for the solar company that be the top installer in sdg amp e 's territory hyperlink,Just a friendly reminder to get your vote in for the solar company that is the top installer in SDG&amp;E's territory.... http://t.co/vZysbm6T
12832,we have be nominate as san diego 's best solar panel company please vote for us here hyperlink sandiego,We have been nominated as San Diego's Best #Solar Panel Company! Please vote for us here: http://t.co/srq5ZeW5 #SanDiego
12834,datetime on gosolaire vote for solaire as san diego 's best solar panel company solaire energy system be proud to hyperlink,Today on GoSolaire! Vote for Solaire as San Diego's Best Solar Panel Company: Solaire Energy Systems is proud to... http://t.co/ewLKx1Od
12836,do you cast your daily vote for best solar power company for the ut 's best award please vote for sullivan hyperlink,Did you cast your daily vote for best Solar Power Company for the UT's Best awards? Please vote for Sullivan... http://t.co/DJfv97OD
12865,in anticipation of the upcoming united nation earth summit rio green festival team up with fund balance and huffpost green to,"In anticipation of the upcoming United Nations Earth Summit, Rio+20, Green Festival teamed up with Fund Balance and HuffPost GREEN to..."
12866,in anticipation of the upcoming united nation earth summit rio green festival team up with fund balance hyperlink,"In anticipation of the upcoming United Nations Earth Summit, Rio+20, Green Festival teamed up with Fund Balance... http://t.co/89ZGCwjP"
12870,start your datetime off right by vote for solaire energy system as best solar panel company in sandiego hyperlink,Start your Monday off right by voting for Solaire Energy Systems as Best #Solar Panel Company in #SanDiego  http://t.co/w1yo3acj
12883,pv magazine acknowledge sullivan solar power 's generous support to the chula vista community in bring solar hyperlink,PV Magazine acknowledges Sullivan Solar Power's generous support to the Chula Vista community in bringing solar... http://t.co/Y6ZMMMSU
12891,do you know the statename home solar market have already grow percent so far this year compare with,Did you know...? The California home #solar market has already grown 80 percent so far this year compared with 2011
12904,rt @seia community join force to keep pace finance alive across the us hyperlink @pace now solar,RT @SEIA: Communities join forces to keep PACE financing alive across the US http://t.co/kDs0GiYh @PACE_Now #solar
12913,plz nominate @sullivansolar best solar panel company in the best of san diego u t reader poll hyperlink @utsandiego,Plz nominate @SullivanSolar 4 Best #Solar Panel Company in The Best of San Diego 2012 U-T Reader Poll! http://t.co/GVY4Ti8h @utsandiego
12917,bored on your lunch break vote sullivan solar power for best solar power company in the ut 's best of san diego hyperlink,Bored on your lunch break? Vote Sullivan Solar Power for Best Solar Power Company in the UT's Best of San Diego... http://t.co/MWV1Q9qQ
12918,visit cec at tao solar music festival this weekend with kit carson electric cooperative community solar solar tao taossolarmusic,Visit CEC at Taos Solar Music Festival this weekend with Kit Carson Electric Cooperative Community Solar. #solar #taos #taossolarmusic
12923,we have be nominate as san diego 's best solar panel company please vote for us hyperlink,We have been nominated as San Diego's Best #Solar Panel Company! Please vote for us: http://t.co/hct8s0Ed
12935,cupertino electric complete megawatt solar project for pg amp e to help meet statename renewable generation goal hyperlink,Cupertino Electric Completes 20 Megawatt #Solar Project for #PG&amp;E to Help Meet #California #Renewable Generation Goals. http://t.co/0Wl4DSR6
12936,have you vote yet show your support by vote for solaire as the best solar panel company in sandiego hyperlink green,Have you voted yet? Show your support by voting for Solaire as the Best #Solar Panel Company in #SanDiego http://t.co/LQe9KuxC #green
12975,rt @solarsuperstar rt@solarfeed china gobble up weak u s solar company hyperlink via @solarfeed,RT @SolarSuperstars: RT@solarfeeds China Gobbles Up Weak U.S Solar Companies http://t.co/FrM2Kcsy via @solarfeeds
13006,have you vote yet show your support by vote for solaire as the best solar panel company in sandiego green hyperlink,Have you voted yet? Show your support by voting for Solaire as the Best #Solar Panel Company in #SanDiego #green http://t.co/SUwpbD2i
13021,have you vote yet show your support by vote for solaire as the best solar panel company in sandiego green hyperlink,Have you voted yet? Show your support by voting for Solaire as the Best #Solar Panel Company in #SanDiego #green http://t.co/T3teicpj
